show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
as1175,3.6,movie,revenge for jolly,chadd harbold,"brian petsos, kristen wiig, elijah wood, oscar isaac, adam brody, ryan phillippe, garret dillahunt, amy seimetz, kevin corrigan, david rasche, gillian jacobs, britt lower",,2012,r,84,min,"action, comedy"
as1176,3.5,tv show,rev & roll,,,,2019,tv-y,1,season,"animation, kids"
as1177,3.6,tv show,return to the mackenzie - expedition overland,,"clay croft, ty heaps, kurt williams, jeff downer, ryan erickson, scott cahill, zack johnson",,2016,tv-pg,1,season,"action, documentary, special interest"
as1178,3.5,movie,return of the tiger,jimmy shaw,angela mau,,2007,18+,93,min,action
as1179,3.5,movie,restoring the shack,stephan blinn,william paul young,,2020,13+,101,min,documentary
as118,3.5,movie,where love found me,david bolt,"kaitlin cheung, andrew cheney, james kyson, brian fong, jennifer klekas, max mendoza, marcus natividad, ronnie lazaro, madeleine nicolas",,2018,pg-13,85,min,"action, drama, special interest"
as1180,3.5,tv show,rescue special ops,,"daniel amalm, gigi edgley, katherine hicks, les hill, andrew lees, peter phelps, libby tanner",,2010,16+,3,season,"action, drama"
as1181,3.7,tv show,requiem from the darkness (english dub),,"grant george, steve kramer, karen strassman, michael mcconnohie",,2003,18+,1,season,"animation, anime, horror"
as1182,3.6,movie,renfrew of the royal mounted,al herman,"james newill, carol hughes, william royle, herbert corthell, kenneth harlan",,1937,13+,56,min,"action, drama, western"
as1183,3.5,movie,remembering leonard nimoy,"julie nimoy, david knight",leonard nimoy,,2017,g,57,min,documentary
as1184,3.6,movie,relentless,nathan mowery,"diamond dallas page, steve austin, chris jericho, jake ""the snake"" roberts, steve yu, robert mclearren, cody rhodes, kimberly ross, craig aaron",,2020,16+,63,min,documentary
as1185,3.5,movie,relaxing water,mark knight,,,2012,all,60,min,"arthouse, special interest"
as1186,3.5,movie,relaxing rocky beaches,mark knight,,,2012,all,60,min,special interest
as1187,3.5,movie,relaxing beaches with music,mark knight,mary kay kayaltizer,,2019,g,60,min,"documentary, special interest"
as1188,3.5,tv show,regular heroes,,"alicia keys, j.j. watt, chelsea phaire",,2020,13+,1,season,unscripted
as1189,3.5,movie,reg'lar fellers,arthur dreifuss,"carl ""alfalfa"" switzer, billy lee, janet dempsey, sarah padden, jerry wilson, don stowell, lew luana",,1941,13+,70,min,"comedy, kids"
as119,3.6,movie,where is chicky? - chapter two,william hoareau,,,2019,all,22,min,"animation, kids"
as1190,3.6,movie,redwood highway,gary lundgren,"tom skerritt, shirley knight, james le gros",,2013,pg-13,90,min,drama
as1191,3.5,movie,redeemer,ernesto diaz espinoza,"marko zaror, loreto aravena, jose luis mosca, mauricio diocares, noah segan",,2015,18+,90,min,action
as1192,3.6,tv show,redakai: lokar's shadow,,"marc bretonnière, austin dilulio",,2013,tv-y7,1,season,"animation, kids"
as1193,3.5,tv show,red rock,,"andrea irvine, patrick ryan, cathy belton, stephen cromwell, david crowley",,2018,18+,3,season,tv shows
as1194,3.5,movie,red nights,izhak hanooka,"brain matthews, christopher parker",,1988,r,90,min,"action, adventure, suspense"
as1195,3.6,movie,red garters,george marshall,"rosemary clooney, jack carson, guy mitchell, gene barry, cass daley, frank faylen, reginald owen, buddy ebsen, richard hale, joanne gilbert",,1954,7+,91,min,western
as1196,3.5,movie,recoil,terry miles,"steve austin, serinda swan, danny trejo",,2011,18+,94,min,"action, suspense"
as1197,3.5,movie,"rebel: loreta velazquez, secret soldier of the american civil war",maria agui carter,"romi dias, isabel taysin carter",,2013,g,54,min,documentary
as1198,3.6,tv show,real love stories from around the world: united states - love stories tv,,,,2018,all,1,season,"documentary, special interest"
as1199,3.6,tv show,real crime chronicles,,,,2016,16+,1,season,"documentary, special interest"
as12,3.6,movie,take care,liz tuccillo,"leslie bibb, kevin curtis, nadia dajani",united states,2014,g,93,min,comedy
as120,3.5,movie,where is chicky? - chapter three,william hoareau,,,2019,all,22,min,"animation, kids"
as1200,3.5,movie,real american hero,lou antonio,"brian dennehy, forrest tucker, ken howard, sheree north, brian kerwin, lane bradbury",,1978,g,90,min,"action, drama, suspense"
as1201,3.5,tv show,ready jet go!,,,,2016,tv-y,1,season,kids
as1202,3.5,tv show,reading rainbow,,,,1997,tv-y,2,season,kids
as1203,3.5,tv show,reading egg's the eggsperts,,,,2014,all,1,season,"animation, kids"
as1204,3.5,movie,reaching for the moon,edmond goulding,"douglas fairbanks, bebe daniels",,1930,nr,73,min,"arts, entertainment, and culture"
as1205,3.5,tv show,re:creators,,"daiki yamashita, mikako komatsu, inori minase, yoko hikasa, rie murakawa",,2017,tv-nr,1,season,anime
as1206,3.5,tv show,rasbhari (4k uhd),,"swara bhasker, ayushmaan saxena, rashmi agdekar, chittranjan tripathy, neelu kohli, pradhuman singh mall",,2020,16+,1,season,"comedy, drama"
as1207,3.4,tv show,rasbhari,,"swara bhasker, ayushmaan saxena, rashmi agdekar, chittranjan tripathy, neelu kohli, pradhuman singh mall",,2020,16+,1,season,"comedy, drama"
as1208,3.7,movie,ranger and the lady,joseph kane,"roy rogers, george ""gabby"" hayes, julie bishop, harry woods, henry brandon",,1940,13+,53,min,western
as1209,3.5,movie,rangasthalam,sukumar,"ram charan, samantha akkineni, aadhi pinisetty, anasuya bharadwaj, jagapati babu",india,2018,7+,174,min,"drama, international, suspense"
as121,3.5,movie,where is chicky? - chapter one,william hoareau,,,2019,all,22,min,"animation, kids"
as1210,3.6,movie,rampage: capital punishment,uwe boll,"brendan fletcher, lochlyn munro, mike dopud",,2014,18+,93,min,"action, suspense"
as1211,3.5,movie,rampage,uwe boll,"brendan fletcher, shaun sipos, michael paré",,2011,r,85,min,"action, suspense"
as1212,3.6,movie,rammstein: paris,jonas åkerlund,rammstein,,2017,r,128,min,music videos and concerts
as1213,3.6,movie,rammstein: in amerika (documentaries),hannes rossacher,rammstein,,2015,r,144,min,"documentary, music videos and concerts"
as1214,3.6,movie,rallying - the killer years,"john matthews, richard heap",,,2012,g,52,min,documentary
as1215,3.5,tv show,rakuen the secret of paradise,,kazuyoshi miyoshi,,2017,tv-nr,1,season,documentary
as1216,3.5,movie,raising victor vargas,peter sollett,"victor rasuk, donna maldonado, kevin rivera, krystal rodriguez, judy marte, melonie diaz",,2003,r,88,min,"arthouse, arts, entertainment, and culture, comedy"
as1217,3.5,tv show,raising asia,,"asia ray monet, bill hufsey",,2014,tv-pg,1,season,tv shows
as1218,3.6,tv show,rainbow ruby,,,,2016,tv-y,1,season,"animation, kids"
as1219,3.5,tv show,rain shadow,,"rachel ward, grant piro, victoria thaine, tom o'sullivan, shane withington, edwing hodgeman, kim knuckey, heather mitchell, gary sweet, nathan butler, jude henshall, nathaniel dean, michaela cantwell, amanda barkley, craig behanna, sarah brokensha, susie fraser, panda likoudis, ksenia logos, kerry ann reid, heather riddell, lily robinson, anna steen, marco venturini, paul zweck, carmel johnson, jamie harding, jeff ladn, kyan burns, shane hatchard, philip monoghan",,2007,13+,1,season,drama
as122,3.5,movie,where is chicky? - chapter four,william hoareau,,,2019,all,22,min,"animation, kids"
as1220,3.6,movie,rain on leaves (short),mark knight,,,2012,all,7,min,special interest
as1221,3.5,movie,rain fall,max mannix,"gary oldman, kippei shiina, kyoko hasegawa, misa shimizu, takumi bando",,2009,r,111,min,"action, adventure, suspense"
as1222,3.5,tv show,rage of bahamut virgin soul,,"sumire morohoshi, yuuichirou umehara, hiroyuki yoshino, go inoue, masakazu morita",,2017,tv-nr,1,season,anime
as1223,3.5,movie,raffles (1939),"sam wood, william wyler","david niven, olivia de havilland, may whitty",,1939,13+,72,min,"action, comedy"
as1224,3.6,movie,radioactive,marjane satrapi,"rosamund pike, sam riley, aneurin barnard, simon russell, katherine parkinson, sian brooke, anya taylor-joy",,2020,pg-13,110,min,"drama, historical"
as1225,3.5,movie,racing scene,andy sidaris,james garner,,1971,g,92,min,special interest
as1226,3.6,tv show,rachel allen's everyday kitchen,,rachel allen,,2013,tv-pg,1,season,special interest
as1227,3.5,movie,race 3,remo dsouza,"anil kapoor, salman khan, jacqueline fernandez, bobby deol, daisy shah, saqib saleem, freddy daruwala",,2018,13+,159,min,"action, international, suspense"
as1228,3.5,movie,raazi,meghna gulzar,"alia bhatt, vicky kaushal",india,2018,13+,137,min,"drama, international, suspense"
as1229,3.6,tv show,queer·ious | the series,,"alexander ""lex"" king, darxia morris, cole lawson, miko rounds, darien janay, stray k, bj minor, jrue, sean, kiara ""the voice"", fuzz rico",,2020,18+,1,season,"drama, lgbtq"
as123,3.4,movie,where hands touch,amma asante,"amandla stenberg, george mckay, abbie cornish",,2019,pg-13,122,min,"drama, young adult audience"
as1230,3.5,movie,queer nation,mathieu orcel,mathieu orcel,,2018,nr,60,min,documentary
as1231,3.6,tv show,queer as folk,,"aidan gillen, craig kelly, charlie hunnam",,2000,18+,2,season,"drama, lgbtq"
as1232,3.5,movie,queen of the yukon,phil rosen,"charles bickford, irene rich, george cleveland, guy usher, june carlson, dave ""tex"" o'brien",,1940,all,76,min,"adventure, drama, western"
as1233,3.5,tv show,quark science,,,,2018,7+,1,season,tv shows
as1234,3.6,tv show,qin dynasty epic,,"zhang luyi, duan yihong, li naiwen, zhu zhu",,2020,13+,1,season,"action, drama"
as1235,3.5,tv show,qb vii,,"ben gazzara, anthony hopkins, leslie caron",,1974,13+,1,season,"drama, suspense"
as1236,3.6,tv show,python for everybody,,dr. charles russell severance,,2016,g,1,season,special interest
as1237,3.5,tv show,pushpavalli (telugu),,"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",,2020,tv-nr,2,season,"comedy, drama"
as1238,3.5,tv show,pushpavalli (tamil),,"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",,2020,tv-nr,2,season,"comedy, drama"
as1239,3.6,tv show,pushpavalli,,"sumukhi suresh, naveen richard, manish anand, vidyuth gargi, shraddha",,2020,16+,2,season,"comedy, drama"
as124,3.4,movie,when the lights go on again,william k. howard,"james lydon, barbara belden, regis toomey, george cleveland, warren mills, jill browning",,1944,16+,103,min,"drama, military and war"
as1240,3.5,movie,pure the movie series 2,ak. reed films (amire k reed),"efrain esquilin, john stover, lamar mackey, fonz carter, lajuan rowe, terrance brown, mr 716 big miz, martellous jones, luna smith, duece king",,2018,18+,112,min,drama
as1241,3.5,movie,pure the movie series,ak. reed films  (amire k reed),"duece king, john stover, lamar mackey, fonz carter, born love, lonette carr, mr 716 big miz",,2018,18+,104,min,drama
as1242,3.5,movie,pungo - a witch's tale,philip cook,"mark hyde, mathew sharpe, cathryn benson",,2021,16+,102,min,"horror, science fiction"
as1243,3.6,movie,pull of the north,caroline côté,,,2020,all,39,min,"action, sports"
as1244,3.6,tv show,public enemies,,"daniel mays, anna friel, lorraine ashbourne",,2012,16+,1,season,drama
as1245,3.6,tv show,psycho-pass (sub),,"arata shindo:yuki kaji, kei mikhail ignatov:yuichi nakamura",,2020,nr,2,season,tv shows
as1246,3.5,tv show,psychic tia,,,,2013,tv-14,1,season,tv shows
as1247,3.4,tv show,psychic princess,,"ranyinruocai, lu lifengdk, wang chong",,2019,13+,1,season,"animation, anime"
as1248,3.5,tv show,psychic kids: children of the paranormal,,chip coffey,,2010,tv-pg,3,season,"documentary, drama, unscripted"
as1249,3.4,tv show,psychic intervention,,,,2014,tv-pg,1,season,tv shows
as125,3.5,movie,when in your reflection,rocío de prat gay,"clara de la rúa, victoria isabella villa, marta tricerri",,2019,16+,9,min,drama
as1250,3.5,tv show,psych,,"james roday, dule hill, corbin bernsen, maggie lawson, timothy omundson, kirsten nelson",,2014,tv-pg,8,season,"comedy, suspense"
as1251,3.5,tv show,project restoration,,"marianne suhr, griff rhys jones, ptolemy dean",,2016,7+,1,season,"special interest, unscripted"
as1252,3.6,movie,professor shanku o el dorado,sandip ray,"dhritiman chatterjee, subhasish mukhopadhyay, eduardo munniz","brazil, united states, india",2020,13+,92,min,"action, adventure, science fiction"
as1253,3.5,movie,problems,neville shah,azeem banatwalla,india,2018,13+,68,min,"arts, entertainment, and culture"
as1254,3.5,tv show,prisoners' wives,,"pippa haywood, polly walker, phoebe dynevor, iain glen, harry mcentire, adam gillen, don gayle, david bradley, adrian rawlins, phillip mulhern, emma rigby, natalie gavin",,2013,18+,2,season,drama
as1255,3.5,movie,prisoner x,gaurav seth,"michelle nolden, romano orzari",,2017,16+,88,min,science fiction
as1256,3.5,movie,prison shadows (1936),robert f. hill,"edward j. nugent, lucille lund, joan barclay, forrest taylor, syd saylor, monte blue, corky the dog",,1936,nr,73,min,"action, drama, suspense"
as1257,3.6,movie,princesses of the world,janson media,,,2009,all,48,min,documentary
as1258,3.6,tv show,princess principal,,,,2017,tv-14,1,season,"action, adventure, anime"
as1259,3.4,movie,princess castle,diane paloma eskenazi,,,2016,all,46,min,kids
as126,3.6,movie,when did you last see your father?,anand tucker,"jim broadbent, colin firth, gina mckee",,2008,pg-13,92,min,"arthouse, drama"
as1260,3.6,tv show,prime suspect: tennison,,,,2017,tv-14,1,season,"drama, historical, suspense"
as1261,3.5,tv show,prime rewind: inside the boys,,"aisha tyler, karl urban, laz alonso",united states,2020,18+,1,season,talk show and variety
as1262,3.5,movie,prime live events: blondie live at round chapel (4k uhd),jackson ducasse,,,2017,all,72,min,music videos and concerts
as1263,3.5,tv show,prime japan [hd/sd ver] (english subtitled),,jonathan sherr,,2017,tv-nr,1,season,documentary
as1264,3.6,tv show,prime japan (4k uhd),,jonathan sherr,,2017,all,1,season,tv shows
as1265,3.6,tv show,primal grill with steven raichlen,,steven raichlen,,2010,tv-g,1,season,special interest
as1266,3.5,tv show,prey,,"philip glenister, rosie cavaliero",,2015,tv-14,2,season,"drama, suspense"
as1267,3.5,tv show,presunto culpable,,"miguel angel muñoz, susi sanchez, elvira minguez, josean bengoetxea, tomas del estal, itziar atienza, teresa hurtado de ory, carlos serrano, kiko rossi, alejandra onieva, irene montalà, carol rovira, eduardo rosa, iñaki font, jon mendia, asier iturriaga, pablo scola, marta castellote, maialen vega",,2018,nr,1,season,"drama, suspense"
as1268,3.5,tv show,press your luck,,peter tomarken,,1984,tv-g,1,season,unscripted
as1269,3.5,movie,prescription thugs,christopher bell,"christopher bell, matthew ""horshu"" wiese, chris leben, ted lieu, richard taite, david healy, greg critser",,2015,pg-13,86,min,"documentary, special interest, sports"
as127,3.7,movie,when a woman loves a man,jamall rashaud mcmillan,"j. wells jr., tina christine, dani coleman, jeffrey creightney, kemuel crossty",,2019,13+,90,min,drama
as1270,3.6,movie,prema pipasi,murali ramaswamy,"gps, suman, kapilakshi malhotra, sonakshi varma",,2021,18+,132,min,romance
as1271,3.6,tv show,preachers' daughters,,"audrey perry, cheryl perry",,2013,tv-pg,1,season,"drama, unscripted"
as1272,3.4,movie,prayer never fails,wes miller,"corbin bernsen, lorenzo lamas, eric roberts, nick lashaway, lynn whitfield, clifton davis",,2017,7+,98,min,"drama, faith and spirituality"
as1273,3.6,tv show,pramface,,"sean michael verey, scarlett alice johnson, angus deayton, anna chancellor",,2014,tv-14,3,season,"comedy, young adult audience"
as1274,3.6,movie,power douglas,,,,2008,nr,19,min,music videos and concerts
as1275,3.5,movie,powder blue,timothy linh bui,"jessica biel, ray liotta, eddie redmayne, forest whitaker, kris kristofferson, lisa kudrow, patrick swayze",united states,2009,r,106,min,"drama, suspense"
as1276,3.7,tv show,postcards from buster,,,,2012,tv-y,1,season,kids
as1277,3.5,movie,possessed,steven e. de souza,"timothy dalton, jonathan malen, henry czerny, michael rhoades, shannon lawson, christopher plummer, piper laurie, richard waugh, michael mclacklan",,2000,16+,110,min,"drama, horror, special interest"
as1278,3.6,movie,posse,kirk douglas,"kirk douglas, bruce dern, bo hopkins",,1975,pg,93,min,"action, drama, western"
